region_nombre,provincia_nombre,comuna_nombre,cabildo_id,cabildo_nombre,cabildo_direccion,num_mesa,pregunta_glosa,concepto_nombre,concepto_otro,tipo-eleccion,fundamento,len_chars,len_tokens_raw
Valparaiso,Marga Marga,Quilpué,116,Liceo Comercial Alejandro Lubet Vergara,"Freire 945, Quilpué",4,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Debe ser participativa y consultiva,35,5
Valparaiso,Marga Marga,Quilpué,116,Liceo Comercial Alejandro Lubet Vergara,"Freire 945, Quilpué",6,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Participativa, Igualitaria",26,2
Valparaiso,Marga Marga,Quilpué,116,Liceo Comercial Alejandro Lubet Vergara,"Freire 945, Quilpué",8,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,D,Tiene que ser una democracia participativa. También hay partidarios de la democracia representativa. Estamos de acuerdo en que democracia se trata de un sistema de gobierno y no un valor,186,30
Valparaiso,Marga Marga,Quilpué,116,Liceo Comercial Alejandro Lubet Vergara,"Freire 945, Quilpué",13,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Se haga ""práctica "" en la sociedad, no limitando la participación al voto, instaurando diversos mecanismos como cabildo, participación ciudadana.... Importante rescatar la educación cívica. Instalar el ""Plebiscito"" como consulta ciudadana frente a diversos temas.
Evaluación ciudadana para cargas",296,39
Valparaiso,Marga Marga,Quilpué,116,Liceo Comercial Alejandro Lubet Vergara,"Freire 945, Quilpué",19,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Todos de acuerdo que debemos construir una sociedad democrática, lo que solicitamos que se generen amplios espacios de participación. Estamos de acuerdo con participación vinculante y no solamente consultiva. que existan los mecanismos y los espacios, como por ejemplo plebiscitos",280,40
Metropolitana de Santiago,Chacabuco,Colina,91,Colegio Sembrador de Colina,"Av. La Concepción 0264, Colina",2,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Representativa, participativa, digna, transparente, responsable, informativa",76,6
Metropolitana de Santiago,Chacabuco,Colina,91,Colegio Sembrador de Colina,"Av. La Concepción 0264, Colina",3,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Es el régimen básico para una convivencia común. Se hace una cr{itica a la forma concreta del sistema actual de representación.,127,21
Metropolitana de Santiago,Cordillera,Puente Alto,99,Liceo Industrial Puente Alto,"Tocornal 254, Puente Alto",1,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Porque es forma de gobernar que la da poder a la ciudadanía. Se agrega que sea democracia representativa y participativa, porque la voz de los ciudadanos se hace sentir.",169,29
Metropolitana de Santiago,Cordillera,Puente Alto,99,Liceo Industrial Puente Alto,"Tocornal 254, Puente Alto",2,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,P,"Debe contar con participación informada de toda la ciudadanía. Deber ser perfectible, no es sólo votar, el ciudadano debe empoderarse. Debe poder plantear leyes y decisiones políticas.",184,27
Metropolitana de Santiago,Cordillera,Puente Alto,99,Liceo Industrial Puente Alto,"Tocornal 254, Puente Alto",3,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Gobierno del pueblo, para el pueblo y por el pueblo, en donde los representantes realicen lo que mandatan sus electores y no lo que indican sus intereses personales. Deben ser garantizados los derechos fundamentales de las personas. Los dirigentes tienen que ser servidores del pueblo y dar cuenta pú",300,49
Metropolitana de Santiago,Cordillera,Puente Alto,99,Liceo Industrial Puente Alto,"Tocornal 254, Puente Alto",4,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Este valor debe considerarse en la constitución porque es a través de ella que se expresa la voluntad del pueblo. Consideramos también que ésta debe ser participativa.,167,27
Metropolitana de Santiago,Cordillera,Puente Alto,99,Liceo Industrial Puente Alto,"Tocornal 254, Puente Alto",5,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,DC Para que la opinión de los cuidadanos sea tomado en cuenta con dignidad . D.D.H.H.,85,16
Metropolitana de Santiago,Cordillera,Puente Alto,99,Liceo Industrial Puente Alto,"Tocornal 254, Puente Alto",6,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Participativa y vinculante.,27,3
Metropolitana de Santiago,Cordillera,Puente Alto,99,Liceo Industrial Puente Alto,"Tocornal 254, Puente Alto",7,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Debe ser participativa y vinculante.,36,5
Metropolitana de Santiago,Cordillera,Puente Alto,99,Liceo Industrial Puente Alto,"Tocornal 254, Puente Alto",8,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Proceso de participación ciudadana en la toma de decisiones a todo nivel comunitario laboral sindical, comunal, provincial regional central.",140,19
Metropolitana de Santiago,Cordillera,Puente Alto,99,Liceo Industrial Puente Alto,"Tocornal 254, Puente Alto",9,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,P,"Democracia exige participación y representación. Definir qué es democracia, ampliar el concepto. Debe estar resguardada para que haya soberanía ciudadana. Iniciativa popular de ley y plebiscito vinculante. 16 acuerdo y 4 desacuerdos.",233,32
Metropolitana de Santiago,Cordillera,Puente Alto,99,Liceo Industrial Puente Alto,"Tocornal 254, Puente Alto",10,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Porque se percibe que el modelo político, económico no permite el buen ejercicio democrático real, afectando mayormente a los segmentos más desvalidos de nuestra ciudadanía.",173,25
Metropolitana de Santiago,Cordillera,Puente Alto,99,Liceo Industrial Puente Alto,"Tocornal 254, Puente Alto",11,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Principal valor que sustenta la constitución, pero de ser participativa y vinculante la legitimar la soberanía.",111,16
Metropolitana de Santiago,Maipo,San Bernardo,114,Liceo A-129 Miguel Aylwin,"Doce de Febrero #495, San Bernardo",1,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,P,"TRANSPARENTE, CONTRIBUTIVA, HONESTA, POPULAR, DIVERSA Y PARTICIPATIVA QUE RESPETE LOS PROCESOS DE LA COMUNIDAD CON SUS MECANISMOS Y FORMAS PARA EJERCERLAS. 
ES ACUERDO PARCIAL POR QUE UNA PERSONA NO CREE EN LA DEMOCRACIA",220,33
Metropolitana de Santiago,Maipo,San Bernardo,114,Liceo A-129 Miguel Aylwin,"Doce de Febrero #495, San Bernardo",2,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,P,"Es lo que nos garantiza a todos los habitantes, poder diseñar la Nación que queremos.",85,15
Metropolitana de Santiago,Maipo,San Bernardo,114,Liceo A-129 Miguel Aylwin,"Doce de Febrero #495, San Bernardo",3,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"*Forma de vida ciudadana - participación
*Procesos transparentes
*Representatividad ciudadana
*Definir espacios de participación",128,14
Metropolitana de Santiago,Maipo,San Bernardo,114,Liceo A-129 Miguel Aylwin,"Doce de Febrero #495, San Bernardo",4,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,P,"APRUEBA 11. DESAPRUEBA 5 ABSTENCION 2
ENTRE LAS OBJECIONES ESTAN EL NO SER VALOR, SINO UNA FORMA DE VIDA. 
ENTRE LOS APOYOS, SE DEFIENDE QUE NO SOLO DEBE VERSE COMO REGIMEN DE GOBIERNO, SINO COMO VALOR ETICO DE PODER DISERTIR. ALGUNOS HABLAN DE UNA ""DEMOCRACIA SOCIAL"" QUE SUPERA LO POLITICO",291,50
Metropolitana de Santiago,Maipo,San Bernardo,114,Liceo A-129 Miguel Aylwin,"Doce de Febrero #495, San Bernardo",5,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Organización para el Bien Común.
Garantizada en la Constitución.
Modo de vida que exprese la voluntad popular.",110,17
Metropolitana de Santiago,Maipo,San Bernardo,114,Liceo A-129 Miguel Aylwin,"Doce de Febrero #495, San Bernardo",6,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Valor fundamental, se establece pleno acuerdo.",46,6
Metropolitana de Santiago,Melipilla,Melipilla,117,Liceo Politecnico Melipilla,"Av. Vicuña Mackenna 0383-B, Melipilla",1,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"ABARCA LOS DEMAS VALORES Y PRINCIPIOS QUE CADA PERSONA PERSONA SIN NINGUN INTERES POLITICO TENGA DERECHO A EXPRESASR SUS OPNIONES SIN MEDIO ALGUNO. POSIBLIDAD DE LAS PERSONAS DE ELIGIR LIBREMENTE
DEMOCRACIA REPRESENTATIVA, PERO MIENTRAS EL PUEBLO ENGA EL PODER DE REVOCACION ANTE CONDUCTAS DE REPRES",299,45
Metropolitana de Santiago,Melipilla,Melipilla,117,Liceo Politecnico Melipilla,"Av. Vicuña Mackenna 0383-B, Melipilla",2,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Democracia es para la integracion de derechos y deberes para una sociedad , sin distincion de clases sociales , etnicas , status social o educacional.",150,25
Metropolitana de Santiago,Melipilla,Melipilla,117,Liceo Politecnico Melipilla,"Av. Vicuña Mackenna 0383-B, Melipilla",3,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"PERMITE QUE SE RESPETEN NUESTRAS DECISIONES
DEMOCRACIA EN TODOS LOS AMBITOS 
UNA DEMOCRACIA TRANSPARENTE
POSIBILIDAD DE ELEGIR NUESTROS REPRESENTANTES
ESTA NOS PERMITE LA PARTICIPACION
 RESPETADA POR EL ESTADO
DEFIENDA LOS DERECHOS SOCIALES Y CIVICOS 
LA SOBERANIA RESIDE EN LA DEMOCRACIA",288,40
Metropolitana de Santiago,Melipilla,Melipilla,117,Liceo Politecnico Melipilla,"Av. Vicuña Mackenna 0383-B, Melipilla",5,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"por ser el sistema conocido y aprendido. 
siendo necesario que sean procesos vinculantes 
sujetos activos en las decisiones que afecten 
mecanismos de participación vinculantes en la toma de decisiones 
se beben exigir los espacios.",232,34
Metropolitana de Santiago,Melipilla,Melipilla,117,Liceo Politecnico Melipilla,"Av. Vicuña Mackenna 0383-B, Melipilla",6,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"DERECHO A ELEGIR DE FORMA LIBRE A NUESTROS GOBERNANTES
FALTAC DE DE CIVICA EN NUEVA GENERACIONES",96,16
Metropolitana de Santiago,Melipilla,Melipilla,117,Liceo Politecnico Melipilla,"Av. Vicuña Mackenna 0383-B, Melipilla",8,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Es una forma de vida, un valor esencial que reconoce a las personas en respeto, libertad,participacion,igualdad,en el ejercicio de deberes y derechos para una convivencia armonica.",180,26
Metropolitana de Santiago,Melipilla,Melipilla,117,Liceo Politecnico Melipilla,"Av. Vicuña Mackenna 0383-B, Melipilla",9,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,educación cívica para potenciar,31,4
Metropolitana de Santiago,Melipilla,Melipilla,117,Liceo Politecnico Melipilla,"Av. Vicuña Mackenna 0383-B, Melipilla",10,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"DIFERNECIA ENTRE VALOR DEMOCRATICO Y SISTEMA DEMOCRATICO, ESTE ULTIMO DEBE SER DEMOCRACIA DIRECTA. CUANDO A DEMOCRACIA REPRESENTA A LA MAYORIA, SE APLICA COMO DEBE SER COMPRENDIDA ESTA PERCEPCION ESTA LEJOS DE LA REALIDAD. 
DOS POSICIOINES : DEMOCRACIA DIRECTA Y DEMOCRACIA REPRESENTATIVA",288,41
Metropolitana de Santiago,Santiago,Vitacura,135,Colegio Antartica Chilena,"Av. Las Hualtatas # 7440, Vitacura",1,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,D,Con estado de derecho y respetando que la soberanía reside en las personas.,75,13
Metropolitana de Santiago,Santiago,Santiago,148,Escuela Básica Salvador Sanfuentes,"Catedral 3250, Santiago",1,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Debe ser participativa y tiene que surgir de la soberanía popular, sustentada en el pueblo, debe ser una democracia paritaria, proporcional, y vinculante. Que se respeten mecanismos como los plebiscitos, referéndum, asamblea constituyente, y todos aquellos que nos permitan decidir sobre los temas",297,43
Metropolitana de Santiago,Santiago,Providencia,149,Liceo Arturo Alessandri Palma,"Avda. General Bustamante 443, Providencia",1,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,P,Creemos en la democracia participativa.,39,5
Metropolitana de Santiago,Santiago,Providencia,134,Colegio Juan Pablo Duarte,"Santa Isabel 735, Providencia",1,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Si bien la democracia genero un acuerod total, se planteo la necesidad urgente de ligarla a la representatividad y a la idea de paritariedad (derechos de las mujeres).",167,28
Metropolitana de Santiago,Santiago,Recoleta,128,Complejo Educacional Juanita Fernández Solar,"Inocencia 2672, Recoleta",1,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"AMPLIAR EL CONCEPTO Y PROFUNDIZAR PARA EJERCER LA VOLUNTAD DE LAS MAYORÍAS,  CON MAYOR DERECHO A PARTICIPACIÓN Y CONTROL FRENTE A LOS QUE NOS REPRESENTAN.
EL ESTADO DEBE ASUMIR LA PROMOCIÓN DE LA PARTICIPACIÓN.
GOBIERNO DEL PUEBLO, PARA EL PUEBLO Y POR EL PUEBLO.",263,44
Metropolitana de Santiago,Santiago,Macul,132,Liceo Villa Macul Academia,"Los Platanos 3112, Macul",1,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Gobierno de la mayoría con respeto a la minoría. Debe existir todas las instancias de participación. Garantizar la participación ciudadana. Transparencia. Los medios deben mantener informados. Cualquiera puede tener acceso a cargos públicos (por elección) independientemente de partidos políticos,296,39
Metropolitana de Santiago,Santiago,Estación Central,127,Liceo Amador Negme,"Cinco de Abril # 4710, Estación Central",1,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Democracia participativa. No como se aplica en la actualidad. Se debe perfeccionar. Voto disidente en Chile no hay democracia. En los hechos hay plutocracia.,157,24
Metropolitana de Santiago,Santiago,Ñuñoa,133,Colegio República de Siria,"Av Grecia 4000, Ñuñoa",1,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Participativa,13,1
Metropolitana de Santiago,Santiago,Santiago,131,Escuela Básica Salvador Sanfuentes,"Catedral 3250, Santiago",1,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"El actual concepto de democracia no nos sirve, o que redefinimos en una ""democracia participativa"" que incorpore todos los mecanismos de participación. Con comunicación e información transparente. El concepto democracia debe ser redefinido",239,33
Metropolitana de Santiago,Santiago,Independencia,130,Liceo Gabriela Mistral,"Independencia 1225, Independencia",1,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Debe ser participativa. Profundizar,35,4
Metropolitana de Santiago,Santiago,La Florida,137,Colegio Bellavista,"Cabildo 160, La Florida",2,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Debe ser una democracia participativa y representativa,54,7
Metropolitana de Santiago,Santiago,Vitacura,135,Colegio Antartica Chilena,"Av. Las Hualtatas # 7440, Vitacura",2,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,DEMOCRACIA PARTICIPATIVA,24,2
Metropolitana de Santiago,Santiago,San Miguel,138,Liceo Betsabé Hormazábal de Alarcón,"Gaspar Banda 4047, San Miguel",2,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Debe ser algo más que ir a votar. participativa. Debe ser de calidad, incluir información. Educar la democracia es necesario. En el colegio imponen ideas, no se educa en participar. Educación cívica más allá de los colegios.",224,37
Metropolitana de Santiago,Santiago,Lo Prado,129,Liceo Pablo Neruda,"Obispo Rodriguez 5935, Lo Prado",2,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Gobernar por el pueblo y para el pueblo. Participación deliberativa.,68,10
Metropolitana de Santiago,Santiago,Santiago,131,Escuela Básica Salvador Sanfuentes,"Catedral 3250, Santiago",2,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,P,"Democracia participativa y vinculante con mecanismos de democracia directa. Acuerdo parcial porque 3 personas están de acuerdo con el valor pero no con la definición, se plantea también la inclusión y autogobierno.",214,32
Metropolitana de Santiago,Santiago,Recoleta,128,Complejo Educacional Juanita Fernández Solar,"Inocencia 2672, Recoleta",2,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,D,"NO CREE EN EL SISTEMA DEMOCRÁTICO. LA DEMOCRACIA PROMUEVE LA CONVIVENCIA SOCIAL, LAS DECISIONES SE ADOPTAN EN FORMA COLECTIVA. ES UN IDEAL QUE ORIENTA LA CONVIVENCIA.",166,26
Metropolitana de Santiago,Santiago,Macul,132,Liceo Villa Macul Academia,"Los Platanos 3112, Macul",2,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Porque tenemos derechos a participar en la toma de decisiones de un país.,73,13
Metropolitana de Santiago,Santiago,Ñuñoa,133,Colegio República de Siria,"Av Grecia 4000, Ñuñoa",2,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,participativa y vinculante incluyendo soberanía popular con poder revocatorio y con iniciativa popular de ley,109,15
Metropolitana de Santiago,Santiago,Providencia,134,Colegio Juan Pablo Duarte,"Santa Isabel 735, Providencia",2,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Se pauta por que sea una democracia representativa y participativa ello implica que los ciudadanos tengan o cuenten con los mecanismos para participar en todos los ámbitos de la vida social y politica,200,33
Metropolitana de Santiago,Santiago,Independencia,130,Liceo Gabriela Mistral,"Independencia 1225, Independencia",2,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,P,"Debe existir una democracia real, vinculante y participativa queremos reformar la ""democracia"" que hoy está instaurada.",119,16
Metropolitana de Santiago,Santiago,La Florida,137,Colegio Bellavista,"Cabildo 160, La Florida",3,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Debe ser directa-participativa y representativa. Mediante acciones revocatorias - referendos - consultas y plebiscitos,118,14
Metropolitana de Santiago,Santiago,Vitacura,135,Colegio Antartica Chilena,"Av. Las Hualtatas # 7440, Vitacura",3,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Creemos en una democracio participativa, plurinacional, enmarcada en un estado social de derecho.",97,13
Metropolitana de Santiago,Santiago,Peñalolén,136,Centro Educacional Mariano Egaña,"Av. Grecia N° 6083, Peñalolén",3,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Democracia participativa,24,2
Metropolitana de Santiago,Santiago,Lo Prado,129,Liceo Pablo Neruda,"Obispo Rodriguez 5935, Lo Prado",3,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Estructurarla a través de plebiscitos, consultas, etc.
No es para todos igual.
Debe ser la escencia de una sociedad
Se debe valorar
El Tribunal Constitucional es una contradicción con la democracia
Rearticular la eduación cívica
Debe partir de las bases",253,40
Metropolitana de Santiago,Santiago,Providencia,149,Liceo Arturo Alessandri Palma,"Avda. General Bustamante 443, Providencia",3,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"La democracia debe estar garantizada por la constitución. Esta debe estar resguardad por mecanismos que favorezcan y aseguren la participación, la transparencia, la representación efectiva y asociada al cumplimiento del mandato ciudadano.",238,32
Metropolitana de Santiago,Santiago,Recoleta,128,Complejo Educacional Juanita Fernández Solar,"Inocencia 2672, Recoleta",3,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,ESTAMOS DE ACUERDO QUE ESTE PAÍS DEBE SER DEMOCRÁTICO.,54,9
Metropolitana de Santiago,Santiago,Estación Central,127,Liceo Amador Negme,"Cinco de Abril # 4710, Estación Central",3,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Democracia participativa que se base en el respeto por el derecho de las personas. No es solo un régimen de mayorías.,117,21
Metropolitana de Santiago,Santiago,San Miguel,138,Liceo Betsabé Hormazábal de Alarcón,"Gaspar Banda 4047, San Miguel",3,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,P,No hay acuerdo total ya que algunos participantes plantearon agregar el concepto de democracia vinculante con plebiscitos y respeto por el estado de derecho,156,24
Metropolitana de Santiago,Santiago,Providencia,134,Colegio Juan Pablo Duarte,"Santa Isabel 735, Providencia",3,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,P,"quisieramos ponerle apellido y que quede como ""democracia participativa""",72,9
Metropolitana de Santiago,Santiago,Santiago,131,Escuela Básica Salvador Sanfuentes,"Catedral 3250, Santiago",3,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,P,"Se entiende como el mas importante de los 7 conceptos que fueron mencionados en los encuentros locales. En este concepto, se entiende como central, la característica de que sea una ""democracia participativa"". es parcial porque una persona no esta de acuerdo en ponerle ""apellido"" a la democracia",295,47
Metropolitana de Santiago,Santiago,Independencia,130,Liceo Gabriela Mistral,"Independencia 1225, Independencia",3,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Educación cívica obligatoria en la enseñanza. Voto obligatorio a lo mayores de edad, Mayor participación ciudadana. Falta de espacios públicos para encuentro y discusión. Para la representante nuestros, deben ser de comuna, ciudad o región de quienes los elegimos.",264,39
Metropolitana de Santiago,Santiago,Santiago,148,Escuela Básica Salvador Sanfuentes,"Catedral 3250, Santiago",4,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Que la democracia sea participativa, directa, con poder revocante, siendo vinculante en la toma de decisiones por parte de la ciudadanía. Considerando la memoria histórica.",172,25
Metropolitana de Santiago,Santiago,Vitacura,135,Colegio Antartica Chilena,"Av. Las Hualtatas # 7440, Vitacura",4,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Acuerdo unanime,15,2
Metropolitana de Santiago,Santiago,Lo Prado,129,Liceo Pablo Neruda,"Obispo Rodriguez 5935, Lo Prado",4,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,P,"GOBIERNO DEL PUEBLO CON INSTRUMENTOS DE PARTICIPACION EFECTIVA, COMO PLEBISCITO Y REFERNDUM REVOCATORIO",103,13
Metropolitana de Santiago,Santiago,La Florida,137,Colegio Bellavista,"Cabildo 160, La Florida",4,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,P,"- Ejecutivo gobierno del pueblo
- No es representativo 
- Llamar a votación
- Concepto Constitucional
- Democracia paraticipativa y no representativa",149,22
Metropolitana de Santiago,Santiago,Providencia,134,Colegio Juan Pablo Duarte,"Santa Isabel 735, Providencia",4,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Que se rige por voluntad o soberania popular. Que el pueblo resuelva su destino, que pueda decidir como queremos nuestra convivencia y nuestra sociedad.",152,24
Metropolitana de Santiago,Santiago,Macul,132,Liceo Villa Macul Academia,"Los Platanos 3112, Macul",4,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,D,Entendida como democracia participativa y representativa.,57,6
Metropolitana de Santiago,Santiago,Providencia,149,Liceo Arturo Alessandri Palma,"Avda. General Bustamante 443, Providencia",4,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Debe existir democracia. Es el correlato político de la igualdad. La constitución debe asegurar participación en los distintos niveles, no solo el sufragio. Comprende la participación a nivel local. Debe contemplar control ciudadano",232,33
Metropolitana de Santiago,Santiago,Estación Central,127,Liceo Amador Negme,"Cinco de Abril # 4710, Estación Central",4,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Una democracia basada en la representatividad, el respeto, la igualdad, una democracia amplia y soberana. Democracia Participativa.",131,17
Metropolitana de Santiago,Santiago,Peñalolén,136,Centro Educacional Mariano Egaña,"Av. Grecia N° 6083, Peñalolén",4,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,participativa y representativa. Debe ser la sociedad en su conjunto la que garantice la democracia. Creemos en más espacios democráticos que busquen una interiorización de todos los temas.,188,28
Metropolitana de Santiago,Santiago,San Miguel,138,Liceo Betsabé Hormazábal de Alarcón,"Gaspar Banda 4047, San Miguel",4,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Debe ser participativa y vinculante,35,5
Metropolitana de Santiago,Santiago,Santiago,131,Escuela Básica Salvador Sanfuentes,"Catedral 3250, Santiago",4,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,P,"Se entiende el concepto en sus sentido amplio, debe comprender al respeto a las minorías garantizado su voz y su voto aun cuando hay mayoría. No creemos en experimentos.",169,29
Metropolitana de Santiago,Santiago,Independencia,130,Liceo Gabriela Mistral,"Independencia 1225, Independencia",4,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Es entendido como la soberanía del pueblo,41,7
Metropolitana de Santiago,Santiago,Vitacura,135,Colegio Antartica Chilena,"Av. Las Hualtatas # 7440, Vitacura",5,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Democracia participativa y repreentativa que respete Democracia como proyecto abierto, en construción. Valoración de estas intancias democráticas (encuentros locales, cabildos) Democracia como sisitema inperfecto , pero es el mejor mecanismo que se conoce. Obligar a enerar participación. Sistema pol",300,39
Metropolitana de Santiago,Santiago,La Florida,137,Colegio Bellavista,"Cabildo 160, La Florida",5,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Radica en la soberanía popular, representativa, participativa con cargos revocables.",84,10
Metropolitana de Santiago,Santiago,Providencia,134,Colegio Juan Pablo Duarte,"Santa Isabel 735, Providencia",5,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,P,Controversia en los puntos de inclusion y debe ser participacion y representaicon de minorias.,94,14
