region_nombre,provincia_nombre,comuna_nombre,cabildo_id,cabildo_nombre,cabildo_direccion,num_mesa,pregunta_glosa,concepto_nombre,concepto_otro,tipo-eleccion,fundamento,len_chars,len_tokens_raw
Arica y Parinacota,Arica,Arica,81,Colegio San Marcos,"Santa María 2140, Arica",1,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Sin fundamento,14,2
Arica y Parinacota,Arica,Arica,81,Colegio San Marcos,"Santa María 2140, Arica",5,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Que el ciudadano pueda participar en la toma de decisiones con igualdad, aceptación y respeto por el otro, considerando todas las realidades.",141,22
Arica y Parinacota,Arica,Arica,81,Colegio San Marcos,"Santa María 2140, Arica",6,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,P,Las condiciones actuales no constituyen democracia. No obstante debe ser un valor fundamental en la nueva Constitucion,118,17
Arica y Parinacota,Arica,Arica,81,Colegio San Marcos,"Santa María 2140, Arica",9,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,P,por la estructura establecida en el dialogo anterior,52,8
Arica y Parinacota,Arica,Arica,81,Colegio San Marcos,"Santa María 2140, Arica",10,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,debemos pasar de una democracia representativa a una participativa,66,9
Arica y Parinacota,Arica,Arica,81,Colegio San Marcos,"Santa María 2140, Arica",11,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,por eso estamos aqui,20,4
Arica y Parinacota,Arica,Arica,81,Colegio San Marcos,"Santa María 2140, Arica",14,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Se garantice una democracia vinculante que se apliquen topes a la acumulación de riquezas,89,14
Arica y Parinacota,Arica,Arica,81,Colegio San Marcos,"Santa María 2140, Arica",15,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,la base y el principio de todos,31,7
Arica y Parinacota,Parinacota,Putre,121,Liceo Granaderos de Putre,"Teniente del Campo 242, Putre",2,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Mejorar  en todos los aspectos los sistemas democráticos de participación. No es posible que aún , en algunas instancias de votación, las postulaciones más votadas finalmente no sean las elegidas. Por ende, ahí se pasa por encima de las decisiones populares.",258,41
Tarapacá,Iquique,Alto Hospicio,107,San Antonio de Matilla,"Los Kiwis 3443, Alto Hospicio",2,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Elemento fundamental en la nueva constitución en Chile,54,8
Tarapacá,Iquique,Iquique,106,Colegio Inglés,"Patricio Lynch 1580, Iquique",2,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Participación del pueblo en todas las decisiones,48,7
Tarapacá,Iquique,Alto Hospicio,107,San Antonio de Matilla,"Los Kiwis 3443, Alto Hospicio",3,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Democracia participativa y resolutiva
Incluir pueblos originarios",65,7
Tarapacá,Iquique,Iquique,106,Colegio Inglés,"Patricio Lynch 1580, Iquique",3,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,La decisión soberana debe ser del pueblo. Posibilidad de elegir a nuestros representantes.,90,13
Tarapacá,Iquique,Iquique,106,Colegio Inglés,"Patricio Lynch 1580, Iquique",4,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Es fundamental este principio para la sociedad actual y establecer mecanismos que la protejan. para que la ciudadanía decida lo que les parezca mejor a su desarrollo,165,27
Tarapacá,Iquique,Iquique,106,Colegio Inglés,"Patricio Lynch 1580, Iquique",5,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,P,Este concepto no es considerado por el grupo como un valor o principio sino una forma de régimen político,105,19
Tarapacá,Iquique,Iquique,106,Colegio Inglés,"Patricio Lynch 1580, Iquique",6,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,La democracia es importante ya que es la garantía que el Estado propenda a tomar las decisiones que la mayoría desea.,117,21
Tarapacá,Iquique,Iquique,106,Colegio Inglés,"Patricio Lynch 1580, Iquique",7,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Que se amplíen y se garanticen los mecanismos de participación ciudadana; Asamblea Constituyente y que esta sea vinculante.,123,18
Tarapacá,El Tamarugal,Pozo Almonte,141,Escuela Básica de Pozo Almonte,"La cascada 86, Pozo Almonte",1,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,- Mas participación de los ciudadanos en  la toma de decisiones.,64,11
Tarapacá,El Tamarugal,Pozo Almonte,141,Escuela Básica de Pozo Almonte,"La cascada 86, Pozo Almonte",2,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Que se define como el poder del pueblo. Donde el gobierno del pueblo por y para el pueblo.
Entonces: para nosotros según esto, la democracia no se aplica como debería ser.",171,31
Tarapacá,El Tamarugal,Pozo Almonte,141,Escuela Básica de Pozo Almonte,"La cascada 86, Pozo Almonte",3,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Sin argumentar.,15,2
Tarapacá,El Tamarugal,Pozo Almonte,141,Escuela Básica de Pozo Almonte,"La cascada 86, Pozo Almonte",4,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Estamos de acuerdo que se consagre en la constitución.,54,9
Tarapacá,El Tamarugal,Pozo Almonte,141,Escuela Básica de Pozo Almonte,"La cascada 86, Pozo Almonte",6,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Estamos de acuerdo que la democracia sea una prioridad en la reforma constituyente.,83,13
Tarapacá,El Tamarugal,Pozo Almonte,141,Escuela Básica de Pozo Almonte,"La cascada 86, Pozo Almonte",7,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Se acepta la propuesta oficial pero el grupo definio la democracia como  la centralidad. Por ejemplo "" descentralizacion debe ser en marco democrático"". Todos los principios en un marco democrático.",198,30
Antofagasta,Antofagasta,Antofagasta,79,Colegio Don Bosco,"Huamachuco 9567, Antofagasta",1,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,participativa,13,1
Antofagasta,Antofagasta,Antofagasta,79,Colegio Don Bosco,"Huamachuco 9567, Antofagasta",2,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Todos están de acuerdo que la democracia.,41,7
Antofagasta,Antofagasta,Antofagasta,79,Colegio Don Bosco,"Huamachuco 9567, Antofagasta",3,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"debe ser participativa con mecanismos que la garanticen.
principio rector de ella la participación ciudadana.
mecanismos de consulta ciudadana vinculante.",154,20
Antofagasta,Antofagasta,Antofagasta,79,Colegio Don Bosco,"Huamachuco 9567, Antofagasta",4,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Porque se entiende como el sistema de gobierno del pueblo que garantiza la participación ciudadana en todos los ámbitos.,120,19
Antofagasta,Antofagasta,Antofagasta,79,Colegio Don Bosco,"Huamachuco 9567, Antofagasta",5,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,sin este valor no podría ser un estado,38,8
Antofagasta,Antofagasta,Antofagasta,79,Colegio Don Bosco,"Huamachuco 9567, Antofagasta",7,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Basada en un estado social de derecho y participativa,53,9
Antofagasta,Antofagasta,Antofagasta,79,Colegio Don Bosco,"Huamachuco 9567, Antofagasta",8,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Piedra angular de la nueva constitución
un Estado que respete a sus ciudadanos y garantice sus derechos",103,17
Antofagasta,Antofagasta,Antofagasta,79,Colegio Don Bosco,"Huamachuco 9567, Antofagasta",9,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"DEBE ESTAR PERO CON MATICES. REPRESENTATIVA Y CON REPRESENTACION DE RESPONSABILIDAD DE AUTORIDADES ELECTAS, NO SE DEBE SOMETER A LOS PROCESOS ELECCIONARIOS PARTICIPACION Y COMPETENCIA COMO PILARES. CONSULTAS CIUDADANAS. DEMOCRACIA PARTICIPATIVA Y VINCULANTE. CALIDAD DE AUTORIDADES.",282,36
Antofagasta,Antofagasta,Antofagasta,79,Colegio Don Bosco,"Huamachuco 9567, Antofagasta",10,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Sin descripción en fundamentos,30,4
Antofagasta,Antofagasta,Antofagasta,79,Colegio Don Bosco,"Huamachuco 9567, Antofagasta",11,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"FUNDAMENTAL
TIENE QUE RECONOCER LOS TERRITOIROS
DIFERENCIAS ETNICAS.",68,8
Antofagasta,El Loa,Calama,102,Liceo Jorge Alessandri Rodriguez,"Granaderos 3464, Calama",17,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,P,"LAS VOTACIONES FUERON
ACUERDO:47,4%
ACUERDO PARCIAL: 52,6%",58,7
Antofagasta,El Loa,Calama,102,Liceo Jorge Alessandri Rodriguez,"Granaderos 3464, Calama",18,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"1) COMO BASE PARA EL DIALOGO Y PARTICIPACIÓN DE TODOS COMO CIUDADANOS PARA CONSTRUIR, UNA SOCIEDAD MÁS JUSTA; CON CIUDADANOS MÁS COMPROMETIDOS; CON NUESTRO QUEHACER EN LA CONSTRUCCIÓN DESDE LA JUNTA DE VECINOS, LA COMUNA Y LA PROVINCIA PARA CONSTRUIR UNA DEMOCRACIA DESDE LA BASE SOCIAL.",287,46
Antofagasta,El Loa,Calama,102,Liceo Jorge Alessandri Rodriguez,"Granaderos 3464, Calama",21,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,No hay democracia en Chile. Para llegar a una verdadera democracia se exige Asamblea Constituyente Vinculante. Esencial y fundamental apara cada pueblo para cambiar la actual Constitución dejada por la dictadura,211,31
Antofagasta,El Loa,Calama,102,Liceo Jorge Alessandri Rodriguez,"Granaderos 3464, Calama",22,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,LA DEMOCRACIA ES LA AUNICA FORMA DE GOBERNAR EL PAIS Y SE DEBE ASEGURAR QUE SEA VERDADERAMENTE EFECTIVA Y QUE NO GOBIERNE SOLO UNOS POCOS,137,25
Antofagasta,Tocopilla,Tocopilla,143,Liceo Domingo Latrille,"Av. 18 de Septiembre s/n, Tocopilla",1,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,preferencia geopolítica al ejercicio municipal prinvincial y regional,69,8
Antofagasta,Tocopilla,Tocopilla,143,Liceo Domingo Latrille,"Av. 18 de Septiembre s/n, Tocopilla",2,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,SI LAS NORMAS Y VALORES REGULA LA PAZ Y JUSTICIA Y EXISTA UN MAYOR DESARROLLO CONSTITUCIONAL,92,16
Antofagasta,Tocopilla,Tocopilla,143,Liceo Domingo Latrille,"Av. 18 de Septiembre s/n, Tocopilla",3,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Permite la participación de las personas. Permite el debate de ideas.,69,11
Atacama,Chañaral,Chañaral,92,Liceo Federico Varela,"Zuleta 221, Chañaral",1,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"COMO FUNDAMENTO DE NUESTRA LIBERTAD
DEMOCRACIA MAS DIRECTA: MAS CONSULTAS CIUDADANAS
DEMOCRACIA PLENA: A CADA CIUDADANO SE RESPETE SUS PLANTEAMIENTOS. PARA Y CON EL PUEBLO",171,25
Atacama,Copiapó,Copiapó,98,Liceo Música,"Andrés Bello 170, Copiapó",2,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,P,EXISTE UN VOTO EN CONTRA CON LA CUAL PLANTEA QUE EL CONCEPTO DE DEMOCRACIA NO DEBERIA ESTAR DENTRO DE LOS 7 VALORES Y PRINCIPIOS MÁS VOTADOS,140,26
Atacama,Copiapó,Copiapó,98,Liceo Música,"Andrés Bello 170, Copiapó",3,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Valor supremo de la sociedad. La democracia actual está tergiversada, debe ser real, plena, participativa y responsable.  Se debe cambiar la constitución para obtener una real democracia.",187,27
Atacama,Copiapó,Copiapó,98,Liceo Música,"Andrés Bello 170, Copiapó",4,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Se entiende como un concepto que necesariamente debe estar incluido en la constitución. Pero la estructura que se desea sigue siendo un tema de debate.,151,25
Atacama,Copiapó,Copiapó,98,Liceo Música,"Andrés Bello 170, Copiapó",5,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Base fundamental de nuestra sociedad,36,5
Atacama,Copiapó,Copiapó,98,Liceo Música,"Andrés Bello 170, Copiapó",7,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Que sea más participativa a través de asambleas y otros,55,10
Atacama,Copiapó,Copiapó,98,Liceo Música,"Andrés Bello 170, Copiapó",10,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Es la base de todo. Loque se necesita es democracia real, efectiva, eficiente y eficaz.",87,15
Atacama,Copiapó,Copiapó,98,Liceo Música,"Andrés Bello 170, Copiapó",11,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,P,Avanzar a una directa y participativa,37,6
Atacama,Huasco,Vallenar,105,Escuela N°5 Ignacio Carrera Pinto,"Merced 960, Vallenar",1,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"ejercicio democrático, revocación democrática",45,4
Atacama,Huasco,Vallenar,105,Escuela N°5 Ignacio Carrera Pinto,"Merced 960, Vallenar",2,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,real y participativa con mayor participación ciudadana,54,7
Atacama,Huasco,Vallenar,105,Escuela N°5 Ignacio Carrera Pinto,"Merced 960, Vallenar",5,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,P,mas participativa y de la mayoria,33,6
Atacama,Huasco,Vallenar,105,Escuela N°5 Ignacio Carrera Pinto,"Merced 960, Vallenar",6,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"QUE EL PODER ESTE EN EL PUEBLO, QUE NOSOTROS DECIDAMOS, ES EL SUSTENTO DE VIDA, LA CONSTITUCIÓN LE ENTREGA EL DERECHO A SER SOBERANO",132,24
Coquimbo,Choapa,Illapel,94,Liceo Domingo Ortiz de Rozas,"Buin 057, Illapel",1,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,No hay fundamentación,21,3
Coquimbo,Choapa,Illapel,94,Liceo Domingo Ortiz de Rozas,"Buin 057, Illapel",2,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Tener libertad de expresión,27,4
Coquimbo,Choapa,Illapel,94,Liceo Domingo Ortiz de Rozas,"Buin 057, Illapel",3,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Queremos que nuevamente regrese la educación cívica a los colegios y una democracia directa,91,14
Coquimbo,Choapa,Illapel,94,Liceo Domingo Ortiz de Rozas,"Buin 057, Illapel",4,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"-VOLVER A TENER VOTACION OBLIGATORIA.
-QUE TODAS LAS AUTORIDADES SEAN ELECTAS PROPORCIONALMENTE.
-QUE TODAS AUTORIDADES DECLAREN SU PATRIMONIO.",143,18
Coquimbo,Choapa,Illapel,94,Liceo Domingo Ortiz de Rozas,"Buin 057, Illapel",6,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,acuerdo de los resultados de los ELA,36,7
Coquimbo,Choapa,Illapel,94,Liceo Domingo Ortiz de Rozas,"Buin 057, Illapel",7,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Si, porque más que una democracia representativa necesitamos una democracia más participativa.Que garantice mecanismos legítimos de participación en la toma de decisiones públicas. (PROVINCIA Y GRUPO)",200,26
Coquimbo,Choapa,Illapel,94,Liceo Domingo Ortiz de Rozas,"Buin 057, Illapel",8,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Para que exista una real democracia, el voto debiese ser obligatorio, las autoridades se están eligiendo con votaciones mínimas donde la gente no se ve representada. Debe haber un fortalecimiento de educación cívica.",216,33
Coquimbo,Choapa,Illapel,94,Liceo Domingo Ortiz de Rozas,"Buin 057, Illapel",9,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Que se puedan elegir a intendentes y gobernadores Que exista participación y representatividad (Obligatoriedad del voto) Que sea el gobierno del pueblo, por el pueblo para el pueblo",181,28
Coquimbo,Choapa,Illapel,94,Liceo Domingo Ortiz de Rozas,"Buin 057, Illapel",11,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,P,Porque la democracia se debe proteger y mantener en todo ámbito como valor y principio,86,15
Coquimbo,Elqui,Coquimbo,103,Liceo Diego Portales (A-8),"Francisco Varela 950, Coquimbo",1,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,P,1)Democracia representativa y participativa. Acuerdo Parcial  2)Voto Obligatorio: Parcialmente De Acuerdo. 23 a favor 3)Primarias Abiertas Obligatorias. Parcialmente de Acuerdo 4)Cargos de elección popular que sean reelectos por una sola vez 5)Voto electrónico: Parcialmente de Acuerdo 6),288,37
Coquimbo,Elqui,Coquimbo,103,Liceo Diego Portales (A-8),"Francisco Varela 950, Coquimbo",3,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Acuerdo unánime y principio prioritario en la Constitución. La democracia debe ser representativa y participativa en cuanto a la elaboración, debate y fiscalización entre representantes y repreesentados",202,27
Coquimbo,Elqui,Coquimbo,103,Liceo Diego Portales (A-8),"Francisco Varela 950, Coquimbo",4,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,-> DEMOCRACIA PARTICIPATIVA Y VINCULANTE,40,5
Coquimbo,Elqui,Coquimbo,103,Liceo Diego Portales (A-8),"Francisco Varela 950, Coquimbo",5,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Se debe incluir, sin embargo, debe ser participativa y directa.",63,10
Coquimbo,Elqui,Coquimbo,103,Liceo Diego Portales (A-8),"Francisco Varela 950, Coquimbo",7,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"La Democracia es la base y principio de todo, es la libertad de elegir y ser elegido, ejercer el control social. Permite la participación individual y colectiva. Mayor democracia, mayor justicia e igualda, debiendo ser ésta laica y pluralista.",243,39
Coquimbo,Elqui,Coquimbo,103,Liceo Diego Portales (A-8),"Francisco Varela 950, Coquimbo",8,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Se debe fomentar la participación e inclusión de las minorías, no sólo entregando un voto sino más activamente. Se debe incluir el concepto de derecho y deber.",159,27
Coquimbo,Elqui,Coquimbo,103,Liceo Diego Portales (A-8),"Francisco Varela 950, Coquimbo",9,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Un nuevo sistema electoral, participativo con un valor agregado paritario.",74,10
Coquimbo,Elqui,Coquimbo,103,Liceo Diego Portales (A-8),"Francisco Varela 950, Coquimbo",10,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Exigir derechos, exigir voto obligatorio, incentivar a la juventud a mejorar la democracia, utilizar la tecnología para el conocimiento. Plazo definido para reelegir intermitentemente a las autoridades, el cargo debe ser usado para servir y no para servirse.",258,38
Coquimbo,Elqui,Coquimbo,103,Liceo Diego Portales (A-8),"Francisco Varela 950, Coquimbo",11,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Es aquel valor que une a los demás valores, retribuyendo y protegiendo los intereses de la nación y evitando la corrupción de los demás valores.",144,25
Coquimbo,Elqui,Coquimbo,103,Liceo Diego Portales (A-8),"Francisco Varela 950, Coquimbo",12,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Por una democracia participativa y representativa.,50,6
Coquimbo,Elqui,Coquimbo,103,Liceo Diego Portales (A-8),"Francisco Varela 950, Coquimbo",14,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Principio que debe estar presente, la base de la participación, la generación de instancias de diálogo y toma de decisiones ciudadanas.",135,21
Coquimbo,Elqui,Coquimbo,103,Liceo Diego Portales (A-8),"Francisco Varela 950, Coquimbo",17,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,P,"Base fundamental que rige la Constitución con soberanía del pueblo, para elegir a quienes nos gobiernan y autoridades.",118,18
Coquimbo,Limarí,Ovalle,109,Liceo Alejadro Álvarez Jofré,"Victoria 150, Ovalle",1,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"SE LOGRA EL 100% DE ACUERDO ENTRE LOS INTEGRANTES DE LA MESA, YA QUE ES NECESARIO PARA EL DESARROLLO DEL PAÍS Y LA CONVIVENCIA",126,24
Coquimbo,Limarí,Ovalle,109,Liceo Alejadro Álvarez Jofré,"Victoria 150, Ovalle",2,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,". NO ES UN FIN EN SI MISMO. DEBE SER POPULAR, PARTICIPAYIVA Y AMPLIA. QUE NO SOLO SEA PARA VOTAR Y ELEGIR A LOS REPRESENTANTES EN LOS DISTINTO NIVELES DEL PAIS. ES PARA CNSTRUIR IDEAS Y LOGRAR UN MEJOR DESARROLLO COLECTIVO Y PLENO PARA TODOS Y TODAS. POR ELLO, ES NECESARIO CONTAR CON ASAMBLEA, CABIL",300,55
Coquimbo,Limarí,Ovalle,109,Liceo Alejadro Álvarez Jofré,"Victoria 150, Ovalle",3,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,IGUALDAD ANTE LA LEY Y LA JUSTICIA,34,7
Coquimbo,Limarí,Ovalle,109,Liceo Alejadro Álvarez Jofré,"Victoria 150, Ovalle",5,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,P,LAS DECISIONES NO DEBEN SER PATROMINIO DE LAS ELITES. DEBE SER EL PUEBLO SOBERANO LOS RESPONSABLES DE CONSOLIDACION Y CONSTRUCCION DE LOS ACUERDOS. SE DEBE INCORPORAR EL CONCEPTO PARTICIPATIVA. â€œDEMOCRACIA PARTICIPATIVAâ€.,225,31
Coquimbo,Limarí,Ovalle,109,Liceo Alejadro Álvarez Jofré,"Victoria 150, Ovalle",8,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,NECESITAMOS UNA DEMOCRACIA VINCULANTE. LA CONSTITUCION QUE HAY EN ESTE MOMENTO TIENE MUCHAS MALAS CRITICAS Y ES NECESARIO CAMBIARLA PARA QUE LA PARTICIPACION SEA MÁS ACTIVA,172,26
Coquimbo,Limarí,Ovalle,109,Liceo Alejadro Álvarez Jofré,"Victoria 150, Ovalle",9,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,LA DEMOCRACIA NO ESTA REALMENTE APLICADA EN EL PAÍS EN SU TOTALIDAD DE LA PALABRA,81,15
Coquimbo,Limarí,Ovalle,109,Liceo Alejadro Álvarez Jofré,"Victoria 150, Ovalle",12,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"INCORPORAR EDUCACION CIVICA CIUDADANA, INSCRIPCION AUTONOMA Y VOTO OBLIGATORIO",78,9
Valparaiso,Isla de Pascua,Isla de Pascua,108,Colegio Lorenzo Baeza,"Te Pito O Te Henua S/N, Isla de Pascua",1,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Real y efectiva. Participación.,31,4
Valparaiso,Los Andes,Los Andes,112,Liceo Max Salas Marchán,"Chacabuco 437, Los Andes",1,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Debe ser participativa, valor fundamental como principio y valores",66,9
Valparaiso,Los Andes,Los Andes,112,Liceo Max Salas Marchán,"Chacabuco 437, Los Andes",2,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Participación e igualdad de derechos, con escucha y diálogos ciudadanos de manera igualitaria.",94,13
Valparaiso,Los Andes,Los Andes,112,Liceo Max Salas Marchán,"Chacabuco 437, Los Andes",3,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Garantiza la libre participación de las personas,48,7
Valparaiso,Los Andes,Los Andes,112,Liceo Max Salas Marchán,"Chacabuco 437, Los Andes",4,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Se exige una democracia participativa que el Estado asegure sin discriminación.,79,11
Valparaiso,Los Andes,Los Andes,112,Liceo Max Salas Marchán,"Chacabuco 437, Los Andes",5,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Basada en la participacion ciudadana y la educacion civica,58,9
Valparaiso,Petorca,La Ligua,122,Liceo Pulmahue Municipal de  la Ligua,"Pedro Polanco #480, La Ligua",1,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,Participativa. Principio fundamental.,37,3
Valparaiso,Petorca,La Ligua,122,Liceo Pulmahue Municipal de  la Ligua,"Pedro Polanco #480, La Ligua",2,¿Cuáles son los valores y principios más importantes que deben inspirar y dar sustento a la Constitución?,Democracia,,A,"Tiene que ser participativa, resolutiva y vinculante. Participación ciudadana. Entregar democracia a la junta de vecinos. Crear los mecanismos para una democracia, participativa amplia, resolutiva y vinculante. Recuperar la democracia participativa.",249,31
